Date,RH120 X [km],RH120 Y [km],RH120 Z [km],L2 X [km],L2 Y [km],L2 Z [km],,X-X,Y-Y,Z-Z,mag
,,,,,,,,,,,
,,,,,,,,,,,
2028-Nov-23 ,5.06E+06,9.92E+04,5.29E+05,3.55E+05,-3.01E+05,2.43E+04,,4.71E+06,4.00E+05,5.05E+05,4.75E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Nov-24 ,5.12E+06,2.12E+05,5.56E+05,4.13E+05,-2.22E+05,3.11E+04,,4.70E+06,4.34E+05,5.24E+05,4.75E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Nov-25 ,5.17E+06,3.26E+05,5.82E+05,4.51E+05,-1.33E+05,3.65E+04,,4.72E+06,4.59E+05,5.46E+05,4.77E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Nov-26 ,5.22E+06,4.43E+05,6.08E+05,4.69E+05,-3.72E+04,4.03E+04,,4.75E+06,4.80E+05,5.68E+05,4.81E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Nov-27 ,5.27E+06,5.62E+05,6.35E+05,4.66E+05,6.02E+04,4.22E+04,,4.81E+06,5.02E+05,5.92E+05,4.87E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Nov-28 ,5.32E+06,6.83E+05,6.61E+05,4.42E+05,1.55E+05,4.21E+04,,4.88E+06,5.28E+05,6.18E+05,4.95E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Nov-29 ,5.38E+06,8.06E+05,6.86E+05,3.97E+05,2.43E+05,4.01E+04,,4.98E+06,5.63E+05,6.46E+05,5.05E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Nov-30 ,5.42E+06,9.31E+05,7.12E+05,3.33E+05,3.20E+05,3.63E+04,,5.09E+06,6.11E+05,6.75E+05,5.17E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-01 ,5.47E+06,1.06E+06,7.37E+05,2.54E+05,3.81E+05,3.06E+04,,5.22E+06,6.77E+05,7.06E+05,5.31E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-02 ,5.52E+06,1.19E+06,7.62E+05,1.62E+05,4.24E+05,2.35E+04,,5.36E+06,7.63E+05,7.38E+05,5.46E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-03 ,5.57E+06,1.32E+06,7.87E+05,6.21E+04,4.46E+05,1.51E+04,,5.51E+06,8.72E+05,7.71E+05,5.63E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-04 ,5.61E+06,1.45E+06,8.11E+05,-4.10E+04,4.45E+05,5.98E+03,,5.66E+06,1.01E+06,8.05E+05,5.80E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-05 ,5.66E+06,1.59E+06,8.35E+05,-1.42E+05,4.20E+05,-3.48E+03,,5.80E+06,1.17E+06,8.39E+05,5.98E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-06 ,5.71E+06,1.72E+06,8.59E+05,-2.35E+05,3.72E+05,-1.28E+04,,5.94E+06,1.35E+06,8.72E+05,6.15E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-07 ,5.75E+06,1.86E+06,8.83E+05,-3.14E+05,3.03E+05,-2.13E+04,,6.06E+06,1.56E+06,9.04E+05,6.33E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-08 ,5.79E+06,2.00E+06,9.06E+05,-3.75E+05,2.18E+05,-2.86E+04,,6.17E+06,1.79E+06,9.35E+05,6.49E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-09 ,5.83E+06,2.15E+06,9.30E+05,-4.15E+05,1.20E+05,-3.43E+04,,6.25E+06,2.03E+06,9.64E+05,6.64E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-10 ,5.88E+06,2.29E+06,9.53E+05,-4.30E+05,1.42E+04,-3.79E+04,,6.31E+06,2.28E+06,9.91E+05,6.78E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-11 ,5.92E+06,2.44E+06,9.75E+05,-4.19E+05,-9.20E+04,-3.93E+04,,6.34E+06,2.53E+06,1.01E+06,6.90E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-12 ,5.96E+06,2.59E+06,9.98E+05,-3.84E+05,-1.93E+05,-3.83E+04,,6.34E+06,2.78E+06,1.04E+06,7.00E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-13 ,5.99E+06,2.74E+06,1.02E+06,-3.25E+05,-2.82E+05,-3.50E+04,,6.32E+06,3.03E+06,1.05E+06,7.09E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-14 ,6.03E+06,2.90E+06,1.04E+06,-2.47E+05,-3.55E+05,-2.97E+04,,6.28E+06,3.26E+06,1.07E+06,7.15E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-15 ,6.07E+06,3.06E+06,1.06E+06,-1.55E+05,-4.08E+05,-2.26E+04,,6.22E+06,3.47E+06,1.09E+06,7.21E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-16 ,6.10E+06,3.22E+06,1.08E+06,-5.35E+04,-4.37E+05,-1.42E+04,,6.16E+06,3.66E+06,1.10E+06,7.25E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-17 ,6.14E+06,3.38E+06,1.11E+06,5.08E+04,-4.43E+05,-4.98E+03,,6.09E+06,3.83E+06,1.11E+06,7.28E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-18 ,6.17E+06,3.55E+06,1.13E+06,1.52E+05,-4.25E+05,4.49E+03,,6.02E+06,3.98E+06,1.12E+06,7.30E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-19 ,6.20E+06,3.72E+06,1.15E+06,2.46E+05,-3.84E+05,1.37E+04,,5.96E+06,4.11E+06,1.13E+06,7.32E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-20 ,6.23E+06,3.89E+06,1.17E+06,3.27E+05,-3.25E+05,2.23E+04,,5.90E+06,4.22E+06,1.14E+06,7.35E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-21 ,6.26E+06,4.07E+06,1.19E+06,3.92E+05,-2.51E+05,2.97E+04,,5.86E+06,4.32E+06,1.16E+06,7.37E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-22 ,6.28E+06,4.25E+06,1.21E+06,4.39E+05,-1.64E+05,3.58E+04,,5.84E+06,4.41E+06,1.17E+06,7.41E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-23 ,6.30E+06,4.43E+06,1.22E+06,4.65E+05,-7.00E+04,4.02E+04,,5.84E+06,4.50E+06,1.18E+06,7.47E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-24 ,6.33E+06,4.61E+06,1.24E+06,4.70E+05,2.71E+04,4.27E+04,,5.86E+06,4.58E+06,1.20E+06,7.53E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-25 ,6.34E+06,4.80E+06,1.26E+06,4.53E+05,1.23E+05,4.33E+04,,5.89E+06,4.67E+06,1.22E+06,7.62E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-26 ,6.36E+06,4.98E+06,1.28E+06,4.15E+05,2.13E+05,4.19E+04,,5.95E+06,4.77E+06,1.24E+06,7.72E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-27 ,6.37E+06,5.17E+06,1.30E+06,3.59E+05,2.94E+05,3.86E+04,,6.02E+06,4.88E+06,1.26E+06,7.85E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-28 ,6.39E+06,5.37E+06,1.31E+06,2.85E+05,3.60E+05,3.34E+04,,6.10E+06,5.01E+06,1.28E+06,8.00E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-29 ,6.40E+06,5.56E+06,1.33E+06,1.96E+05,4.10E+05,2.65E+04,,6.20E+06,5.15E+06,1.30E+06,8.17E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-30 ,6.40E+06,5.76E+06,1.35E+06,9.84E+04,4.38E+05,1.83E+04,,6.30E+06,5.32E+06,1.33E+06,8.36E+06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2028-Dec-31 ,6.41E+06,5.96E+06,1.36E+06,-4.97E+03,4.44E+05,9.16E+03,,6.41E+06,5.52E+06,1.35E+06,8.57E+06
